user_anchor,user_match,similarity_score
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,00028a63-2ba8-44fb-96d1-becb542f4a64,0.7117171185934751
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,000375be-eeed-442d-b671-028ef6990c4d,0.8496406236551819
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,0003b15e-deb6-4189-adb8-eb495f3da2ec,0.7073158301026414
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,000487bd-ad15-4607-b5c3-a50c33fd3d64,0.5549539236080699
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,00048e37-6f91-438a-8683-7f89c716e72f,0.7965547031526422
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,0004fcab-fe30-414b-9943-243df7c0a22e,0.784927987295359
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,00054108-b6f3-43b1-a979-b561eb6ceb35,0.6481898199249619
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,0008cab9-ed40-4710-a6cd-ad361ee51c2d,0.8232403405799982
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,00094cf1-73e8-4149-bdb6-3f2ae9192d6f,0.7123244564435948
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,00099237-fd1b-4d94-9469-fa93150e4253,0.7720739776935269
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,000a4595-f0e3-422f-b631-b6fadca8b200,0.7242010202303911
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,000ae394-c27c-41e7-a886-3f1bc7cd0ecb,0.925380572319281
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,000b196c-8382-4326-9255-02b782a909ac,0.7109068410538543
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,000b5a67-d33f-4b66-a858-3993ff4f1ee5,0.7326840939027269
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,000cbbec-4b9c-41e3-8bad-d7510501bf09,0.7855310736739533
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,000f3a2c-3150-4aa7-b1ce-75eb1a268ba3,0.7445979507631477
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,000f990e-6cc5-4be4-8afc-bd3c1a206d36,0.9312383634723622
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,000fe073-f67d-44b3-9ff3-727d09f682dc,0.5089245995966695
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,0010af91-6de9-4470-ac8d-a3c53b873847,0.729648918799184
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,00120104-1ee9-4aed-9361-2e87c8b6d665,0.8338081061928605
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,00120af8-fb66-4d46-bbe6-5fce4a888eed,0.9785390400440536
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,00145db0-96fe-42a7-9cf4-39b04dce7c22,0.7402572302058988
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,001502ea-f45f-4c04-a23e-5237309f5b9a,0.6909836574525047
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,001532f7-8e1e-4657-924f-21cbc25d147e,0.8163886683727584
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,001697d4-7eb4-458c-a956-188eb9b3a189,0.8159749037371233
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,0017009f-398d-43cc-8b1d-9215065208fa,0.8353731593504734
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,0018795e-d75e-419e-b05b-a04a43a0d479,0.7210915547759214
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,0018905b-2c2a-4da2-9330-fda6bd4602f8,0.7744944990334444
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,001b9a6d-ae81-49c1-be1d-9c63b2b6ade1,0.7105222802561665
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,001bf4d0-d910-4d2d-a215-c22c002746ce,0.8695648399866647
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,001c3e13-545d-430f-855d-7f0d088d7ed0,0.7109338177086097
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,001c75ba-a95b-4a33-bbd3-0dd0e245d184,0.8639337275229579
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,001d0425-eb84-4494-aa76-cb6f54db700a,0.6862383246057102
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,001e5d42-8301-486d-8fbe-a73fca9267ab,0.6995592994311235
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,001e7241-c70e-4c85-8d59-a7bd00d68f33,0.7639953620308704
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,001f02f2-57e5-43cf-b182-f4bed7d100c3,0.8232268341865914
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,001f4f3c-1840-4332-8e42-4814dd882cf6,0.7063432555868706
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,00211600-be43-4aea-bb89-4d60eb987b38,0.7965406801673555
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,0021b6f3-0798-497f-a9e7-04f9160ed077,0.6576746514052272
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,0021dcd6-1a64-4758-a824-b369fc16d278,0.5334991593530227
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,002263c6-04b0-470d-92d8-6e934d28e819,0.8239248386301984
127a75e4-c0ed-40e8-93d5-a67e373b5b7e,00226639-0081-459b-9aa0-71bd7663f875,0.6947335162252626
